account_id,period,elapsed_month,feature_month_index,event_occurred,carryover_share,carryover_share_delta_3m,carryover_share_slope_3m,committed_ratio_delta_3m,payment_ratio_gap,revolving_streak_months,minimum_payment_streak,delinquency_count_6m,limit_utilization_ratio,billing_amount,committed_payment_ratio,elapsed_month_sq,dur_3,dur_4,dur_5,dur_6,dur_7,dur_8,dur_9,dur_10,dur_11,dur_12
013f9a64-580c-4370-b9c1-14ce528706d9,2,2,1,0,0.0271777889403608,0.0,0.0,0.0,0.753,1.0,0.0,0.0,0.23530575,941223.0,0.9721,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,3,3,2,0,0.0225741570185075,0.0,0.0,0.0,0.7585000000000001,2.0,0.0,0.0,0.21686025,867441.0,0.9776,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,4,4,3,0,0.043961660387344,0.0,0.0083919357234916,0.0,0.7359,3.0,0.0,0.0,0.2240005,896002.0,0.955,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,5,5,4,0,0.0499141943005154,0.0227364053601546,0.0136700186410039,-0.0223999999999999,0.7306,4.0,0.0,0.0,0.2296165,918466.0,0.9497,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,6,6,5,0,0.0714461536018358,0.0488719965833282,0.0137422466072458,-0.0508,0.7077,5.0,0.0,0.0,0.23388275,935531.0,0.9268,36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,7,7,6,0,0.0803188974119015,0.0363572370245575,0.015202351555693,-0.0360999999999999,0.6998000000000001,6.0,0.0,0.0,0.23241675,929667.0,0.9189,49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,8,8,7,0,0.1158352399252755,0.0659210456247601,0.0221945431617198,-0.0702,0.6604,7.0,0.0,0.0,0.23167725,926709.0,0.8795,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,9,9,8,0,0.1125762191334251,0.0411300655315893,0.0161286608607617,-0.0384999999999999,0.6692,8.0,0.0,0.0,0.22321925,892877.0,0.8883,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,10,10,9,0,0.1343205742925974,0.0540016768806959,0.0092426671836609,-0.0571,0.6427,9.0,0.0,0.0,0.23114225,924569.0,0.8618,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,11,11,10,0,0.1118635911462444,-0.0039716487790311,-0.0003563139935903,0.0113,0.6717000000000001,10.0,0.0,0.0,0.23346575,933863.0,0.8908,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
013f9a64-580c-4370-b9c1-14ce528706d9,12,12,11,0,0.0825692605518202,-0.0300069585816048,-0.0258756568703886,0.0322,0.7014,11.0,0.0,0.0,0.222857,891428.0,0.9205,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
019d6958-97bb-4672-b7a1-db12decb73d7,2,2,1,0,0.0843109480438767,0.0,0.0,0.0,0.6277,1.0,0.0,0.0,0.2073244285714285,1451271.0,0.9079,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,3,3,2,0,0.1023199377185907,0.0,0.0,0.0,0.6146,2.0,0.0,0.0,0.2291301428571428,1603911.0,0.8948,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,4,4,3,0,0.1085384474850132,0.0,0.0121137497205682,0.0,0.6116,3.0,0.0,0.0,0.2084248571428571,1458974.0,0.8918,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,5,5,4,0,0.1235584661410782,0.0392475180972014,0.0106192642112437,-0.034,0.5937,4.0,0.0,0.0,0.2152401428571428,1506681.0,0.8739,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,6,6,5,0,0.116625784440286,0.0143058467216952,0.0040436684776364,-0.0093,0.6053,5.0,0.0,0.0,0.1987401428571428,1391181.0,0.8855,36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,7,7,6,0,0.1117282735075324,0.0031898260225192,-0.0059150963167728,-0.0030999999999999,0.6085,6.0,0.0,0.0,0.202345,1416415.0,0.8887,49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,8,8,7,0,0.128338701401545,0.0047802352604668,0.0058564584806295,-0.0043999999999999,0.5893,7.0,0.0,0.0,0.1987595714285714,1391317.0,0.8695,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,9,9,8,0,0.142148675539352,0.025522891099066,0.0152102010159098,-0.0304999999999999,0.5748,8.0,0.0,0.0,0.20545,1438150.0,0.855,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,10,10,9,0,0.1567833745818658,0.0450551010743333,0.0142223365901603,-0.0489,0.5596,9.0,0.0,0.0,0.212357,1486499.0,0.8398,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,11,11,10,0,0.1602769355901455,0.0319382341886004,0.0090641300253967,-0.0298,0.5595,10.0,0.0,0.0,0.2073675714285714,1451573.0,0.8397,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
019d6958-97bb-4672-b7a1-db12decb73d7,12,12,11,0,0.1670835701763666,0.0249348946370145,0.0051500977972504,-0.0222999999999999,0.5525,11.0,0.0,0.0,0.1990728571428571,1393510.0,0.8327,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0320ad2a-1bed-4b32-8e72-a96329d7b444,2,2,1,0,0.4133996492535056,0.0,0.0,0.0,0.0121999999999999,1.0,1.0,0.0,0.5107613333333333,1532284.0,0.2953,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0320ad2a-1bed-4b32-8e72-a96329d7b444,3,3,2,1,0.545935818385489,0.0,0.0,0.0,0.003,2.0,2.0,0.0,0.526139,1578417.0,0.2861,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03618b9e-ee2c-418c-9372-975655fe1c95,2,2,1,0,0.4186192093266297,0.0,0.0,0.0,0.0119,1.0,1.0,0.0,0.443929,1775716.0,0.28,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03618b9e-ee2c-418c-9372-975655fe1c95,3,3,2,1,0.5515460608506335,0.0,0.0,0.0,0.0077999999999999,2.0,2.0,0.0,0.46979575,1879183.0,0.2759,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,2,2,1,0,0.0935156810431536,0.0,0.0,0.0,0.7423000000000001,1.0,0.0,0.0,0.2853328,1426664.0,0.8968,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,3,3,2,0,0.123860866902298,0.0,0.0,0.0,0.7178,2.0,0.0,0.0,0.2746556,1373278.0,0.8723,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,4,4,3,0,0.1347136717572989,0.0,0.0205989953570726,0.0,0.7092,3.0,0.0,0.0,0.2728118,1364059.0,0.8637,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,5,5,4,0,0.1289666757499767,0.0354509947068231,0.0025529044238393,-0.0235,0.7188,4.0,0.0,0.0,0.2525204,1262602.0,0.8733,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,6,6,5,0,0.1339475881340626,0.0100867212317645,-0.0003830418116181,-0.009,0.7088,5.0,0.0,0.0,0.2846354,1423177.0,0.8633,36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,7,7,6,0,0.1491360772696154,0.0144224055123164,0.0100847007598193,-0.0148,0.6944,6.0,0.0,0.0,0.2749206,1374603.0,0.8489,49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,8,8,7,0,0.1565610002647941,0.0275943245148174,0.0113067060653657,-0.0301,0.6887,7.0,0.0,0.0,0.2618286,1309143.0,0.8432,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,9,9,8,0,0.1643432311563044,0.0303956430222417,0.0076035769433444,-0.0300999999999999,0.6787000000000001,8.0,0.0,0.0,0.2716904,1358452.0,0.8332,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,10,10,9,0,0.1590688326709299,0.0099327554013144,0.0012539162030678,-0.0073999999999999,0.687,9.0,0.0,0.0,0.2759926,1379963.0,0.8415,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,11,11,10,0,0.1503392968445116,-0.0062217034202825,-0.0070019671558963,0.008,0.6967,10.0,0.0,0.0,0.2756352,1378176.0,0.8512,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
03925911-e96e-4e35-8487-8acb97cdce6f,12,12,11,0,0.1375406711846492,-0.0268025599716552,-0.0107640807431403,0.0325999999999999,0.7113,11.0,0.0,0.0,0.258497,1292485.0,0.8658,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
03eeb933-5fad-4777-b249-d56a274b6032,2,2,1,0,0.1591154771623432,0.0,0.0,0.0,0.6853,1.0,0.0,0.0,0.2679796666666666,1607878.0,0.8108,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03eeb933-5fad-4777-b249-d56a274b6032,3,3,2,0,0.2535847499745568,0.0,0.0,0.0,0.5881000000000001,2.0,0.0,0.0,0.2725855,1635513.0,0.7136,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03eeb933-5fad-4777-b249-d56a274b6032,4,4,3,1,0.5756082334057424,0.0,0.2082463781216995,0.0,0.512,3.0,0.0,1.0,0.2599041666666666,1559425.0,0.6375,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0462449f-3331-4d94-ba75-6febce23306c,2,2,1,0,0.4184693573898709,0.0,0.0,0.0,0.0145,1.0,1.0,0.0,0.51444425,2057777.0,0.2949,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0462449f-3331-4d94-ba75-6febce23306c,3,3,2,1,0.5494061385650058,0.0,0.0,0.0,0.0145,2.0,2.0,0.0,0.50771925,2030877.0,0.2949,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
