account_id,first_warn_month_th35,first_warn_month_th40,first_warn_month_th45
52c4f8e0-e9f5-4ec9-9c83-55a514965ecc,3.0,3.0,3.0
5314caed-be2b-4b80-9574-1ad008ed312a,,,
53837ecf-4274-46bb-8b6f-e391ab7a55ef,3.0,3.0,3.0
538e53ae-2136-4770-a24d-be32518669af,,,
53927f6a-bf82-4655-ba78-c392fec8d170,6.0,7.0,7.0
542f13e9-856f-40e3-b8a5-4a90a33e61b5,6.0,6.0,6.0
54b39c61-d5ab-4714-8016-8d44022bb9fe,,,
5516d4ff-9773-4411-9d05-6162d6770444,,,
551ed2c3-1b98-4ea5-8278-ecc395489778,,,
55340ef2-a3b7-46ac-9d97-a0ba70009cc8,3.0,3.0,3.0
55aeb070-e775-4ca5-9948-f399c1d33a62,11.0,11.0,11.0
567c8b81-36dd-4fe1-b478-68f7128a1cdd,,,
56c58648-752c-44a6-8e6b-fd8d1e8619f7,,,
57540ff6-660e-4b6f-ad57-52ce71229220,3.0,3.0,3.0
579b792d-8ada-4f43-9adf-989d198b1a50,5.0,7.0,8.0
583fd903-be12-4871-8655-aef29e63e6d1,3.0,3.0,3.0
590ae58c-b7e2-409c-8817-448aade755ac,,,
5949cdaf-eac4-46c6-8464-8400e4d52d8f,3.0,3.0,3.0
5994df1a-eefd-4f1c-8de1-20624f081deb,3.0,3.0,3.0
59de1c95-aacd-43b2-8e47-5ba996a97025,3.0,3.0,3.0
59ebe50c-ad44-437b-86a4-399605c4af91,5.0,5.0,5.0
5aa8724d-eb5b-4054-9233-eae5fdcc4312,3.0,3.0,3.0
5c5c183d-bc7f-46f0-a88e-e07183a004b9,,,
5c6e855d-3c4b-43a8-b6a1-37485bf2f2b6,11.0,11.0,11.0
5ccc0d83-dade-4a47-88df-8e2b08a7b5f1,6.0,6.0,6.0
5cea3c97-3815-4fee-ac7c-c2a6f693c84e,6.0,7.0,9.0
5d3fc9ec-014c-407b-b0ed-e792a0499c42,4.0,4.0,5.0
5d508c32-bab7-4f8f-872e-32fd9480d510,,,
5e39f363-bdeb-4f13-ae02-5246ddda6cff,7.0,7.0,7.0
5ef75e0f-b160-4378-a564-7aa758dc604e,,,
5f329d9c-9681-4e90-9282-ae8c32309cf5,4.0,5.0,6.0
5fb1592a-7a82-4127-8b4c-ab776a7888ce,,,
5fdac65f-ff9e-4abb-8dfb-37e2b26ba270,9.0,9.0,9.0
607f16fd-52ab-4bf9-a2de-2e2715b6336f,3.0,3.0,3.0
60bae007-159d-4c74-9df7-edd1b828bb0e,,,
615e25db-0025-43e1-9487-738f7ef61dc3,,,
6287a5b9-3e6b-49ed-b016-80ef23918148,3.0,3.0,3.0
62ac58da-7fd2-47fb-92b5-4aab3fec0d54,4.0,5.0,6.0
62b80904-9064-4043-96b5-5fc60565e469,,,
62df8486-7485-499c-bbab-39c11d2b2313,3.0,3.0,3.0
63c4777b-6db9-434d-a99b-890f3e82af99,,,
6426f537-f77c-4b03-8f45-c61a34b44074,5.0,5.0,6.0
647f019e-310d-45fa-a94e-fb5999f406b5,9.0,9.0,9.0
649cbeef-2129-4bde-b507-9ff45731cdca,,,
64fb0333-3201-4e64-8178-1bbc4dba5a42,3.0,3.0,3.0
6578fcaf-b6fe-4c1d-81d0-c4907a9461a9,3.0,3.0,3.0
65a2b553-04c9-4c60-bad2-b641e87f438e,4.0,6.0,6.0
667aa284-d742-4aae-89ca-55e656757ff8,,,
66e20e35-3fe4-4b22-8b5a-b823cafe9b8e,4.0,6.0,7.0
6770b7aa-6665-4bee-aa33-62c89bf944dd,4.0,5.0,5.0
679d56d2-32ee-4a5f-8d86-b57d5529a977,4.0,4.0,4.0
67b4244d-fc3e-4266-abb8-bd5a23b43b9f,6.0,7.0,10.0
68eb7ad6-7544-4c51-896d-9365f4a79733,,,
694d635b-f8a6-4ca3-b55d-316af4d98abd,4.0,4.0,4.0
694ebedd-4dc4-4d42-a48b-38bd827f1bbf,6.0,7.0,7.0
6987a5d7-97f8-4ac9-b5b6-1195f420c30d,4.0,4.0,4.0
69bec078-3824-4d98-962f-cd86c9d1e960,,,
6abdc0ac-a452-42de-9583-962747c62d0e,,,
6aee5b86-8f08-44ce-a24d-db2d20472944,,,
6b164710-2129-4cbe-b253-b6c550ff1f5b,3.0,3.0,3.0
6b1a911c-97d3-4d39-847d-cb8c60de6940,,,
6b71c0aa-7be9-4db3-965a-db3f35a96e9c,,,
6b7200d0-4753-44d9-b1eb-bbb91d1b07ec,4.0,4.0,5.0
6b938618-303e-455e-86cc-24d36b5f7475,10.0,11.0,12.0
6bd19b18-17b5-4972-bfeb-d196ec221ca3,3.0,3.0,3.0
6cbd6d17-17ab-477b-9a22-032e729f8b45,5.0,6.0,7.0
6d7a9fb5-ff6d-4382-a60e-6b0e455e0870,3.0,3.0,3.0
6dd009bd-e70d-47d3-964d-71618fe030f3,,,
6de603d8-d836-4bbc-be76-f0120f63834f,6.0,7.0,8.0
6ea30ff4-00f1-4343-9942-96166b1461e8,3.0,3.0,3.0
6f14c493-775e-49c9-b0ff-93ccd3cae374,,,
6f3ff4e3-fa06-4de8-b034-8d5c31c359c2,,,
6f65efd0-0ce0-4ea9-bbef-3a839281d41b,4.0,4.0,5.0
6f6c53b1-1678-47f8-885c-96c025bbf1df,5.0,5.0,6.0
6fb0cca6-bbfa-42e4-96d4-f239856375f5,3.0,3.0,3.0
6fef7351-cac2-4de5-b22e-786f4c26ec09,7.0,8.0,9.0
700df212-608c-44f7-ac9e-ed8d49ca4df8,3.0,3.0,3.0
701ebf96-9931-4e29-b2d4-6d4ba0e147f9,10.0,10.0,10.0
70473ad2-0c67-41bc-b27b-258ce4d71123,5.0,7.0,8.0
706dfdbb-bfea-4545-ae7f-8444a99ec488,4.0,6.0,6.0
70dcfd01-a39c-4665-9e6f-03de1b53d0e3,3.0,3.0,3.0
70def817-4908-4152-8705-3f4c66ad6cb1,4.0,6.0,6.0
71855253-e31c-4c08-af30-c4f44e01aa4d,7.0,7.0,7.0
7197f5b1-75b6-466a-a589-88b8270cb0f2,7.0,8.0,9.0
725e040e-067f-4fb9-b468-089ebde09315,5.0,5.0,5.0
7284fae8-5a81-48c4-828f-69e98fd10a25,3.0,3.0,3.0
739e394d-87f7-42ff-bd2a-e49ad6d7b309,3.0,3.0,3.0
73bb2dea-8f15-426c-aded-628a4d341ca3,4.0,4.0,4.0
7408420f-490e-4af3-8bcb-540865bfd516,,,
742caa69-ce93-4b3a-ae00-aeb886080482,3.0,3.0,3.0
74561373-0e2d-4a98-9f6a-72400bef3139,,,
7468798f-4415-4ef5-8d07-4769a9740f4b,5.0,6.0,7.0
7475b3df-a6b0-4fab-a3da-2bd1ccb89996,4.0,5.0,6.0
74b1cd26-fb38-418e-8bbf-690a7208ebd0,3.0,3.0,3.0
751a12da-387c-414e-8300-a9755a16046e,4.0,5.0,6.0
7590d64d-3452-4602-aef6-d366add2f7cb,3.0,3.0,3.0
75941cdf-587a-425e-8a77-ad07c3171be6,,,
75b98595-b0d1-4040-abc8-bb83b428e7fb,,,
760771e3-2917-409c-a9ee-4d79b060ac70,10.0,10.0,10.0
768967c6-b1d9-496a-8154-bf4fcbf98f95,4.0,6.0,6.0
76d9ac27-eaa5-4c5c-ba7a-22dc79ec460c,3.0,3.0,3.0
7718955c-4143-4f50-ad34-725adf7fd126,5.0,8.0,9.0
77189cef-3f35-46d1-825d-86ab89db6582,,,
7754aa5f-8539-43b5-8316-b3f8ac4266a5,3.0,3.0,3.0
775c1800-5b82-4d10-acad-87fdbe4a2554,6.0,7.0,8.0
77e3f283-b6f3-4b5d-88be-dc63da122a28,3.0,3.0,3.0
78411ca6-c116-4a15-9d72-a79a9f274fee,,,
78c79e24-0392-4faa-a437-3ae39c977efe,5.0,6.0,7.0
79496157-6660-462f-b2fe-ecc7953a1bd7,4.0,5.0,6.0
79b40b38-fcc9-47a5-903c-6e44eb0abd14,6.0,6.0,7.0
79dcfa28-c4c6-4585-bf6c-41c41dd61cde,3.0,3.0,3.0
7a8a9110-6e8c-4bb2-b9f6-2e55750c80f8,4.0,5.0,5.0
7ab171b2-84df-4884-83d5-af71ec401393,,,
7ab66b0a-7d02-47d4-9adb-9141e72d0c30,,,
7ac5db60-34ad-41ff-a447-eb56511617c4,,,
7b5cf607-3031-4fcd-9471-7ea106e0ce35,4.0,5.0,5.0
7b65e3b6-4ae9-4821-a64b-5fdd8b1e2a9a,3.0,3.0,3.0
7b6b1927-8791-4951-9a4c-77325fb09b0d,6.0,7.0,9.0
