account_id,anchor_month_index,horizon,target_month_index,pred_S,pred_r,pred_B,predicted_carryover_share,payment_ratio_gap,minimum_payment_streak,carryover_share_delta_3m,actual_S,actual_r,actual_B,actual_carryover_share
05f42960-6838-4c99-b4da-6e76d1beec85,9,3,12,1676601.5,0.30932947993278503,3577179.974656617,0.6808771913929705,0.17702947993278503,0,0.021268640346340684,1580510,0.176,4750006,0.7503347278484092
0641a20a-34e6-447e-b994-98a8285cb8e4,9,1,10,1114886.75,0.3711426854133606,1584048.6559320241,0.5869161049391637,0.1486426854133606,0,0.11088447031103027,1014666,0.354,1562561,0.606295448557694
0641a20a-34e6-447e-b994-98a8285cb8e4,9,2,11,1130337.5,0.33671078085899353,1800423.0738153104,0.614319398828097,0.11421078085899353,0,0.1055308851692105,1028231,0.3151,1774413,0.6331210813788694
0641a20a-34e6-447e-b994-98a8285cb8e4,9,3,12,1164673.5,0.3147571384906769,2031811.2608926932,0.6356392765424174,0.09225713849067688,0,0.07686943816260694,1119677,0.2983,2030656,0.6445845566167132
06c535d3-98ca-4e4c-a3d3-d86256dde224,9,1,10,2072963.25,0.2837187945842743,6847506.679165967,0.7676172593528584,0.004418794584274299,10,0.03137030671622176,2067340,0.2842,6838541,0.767867996439656
06c535d3-98ca-4e4c-a3d3-d86256dde224,9,2,11,2131940.75,0.28675970435142517,6404503.739139169,0.7502542478062797,0.007459704351425178,11,0.007319944246020227,2299047,0.2822,6558759,0.7404496102082163
06c535d3-98ca-4e4c-a3d3-d86256dde224,9,3,12,2162546.0,0.2859019935131073,6117713.140193336,0.7388311206949126,0.006601993513107307,12,-0.04638652204718463,2345502,0.2849,6367659,0.7308092895333852
06da852b-23f6-4dae-9a19-17f85f5ee152,9,1,10,1496927.75,0.8981029987335205,168903.11916404963,0.10139271776660551,0.6226029987335204,0,-0.0257526771613361,1407471,0.9406,93186,0.0620968016008988
06da852b-23f6-4dae-9a19-17f85f5ee152,9,2,11,1480152.25,0.8953539729118347,172567.0928314256,0.10441403350177111,0.6198539729118346,0,-0.006754856805854484,1569329,0.9177,136887,0.0802284118775114
06da852b-23f6-4dae-9a19-17f85f5ee152,9,3,12,1471905.75,0.8905636668205261,179965.07793269656,0.10894621715544274,0.615063666820526,0,0.01349449109991814,1515929,0.9297,116217,0.0712050270012609
06fa99ef-5f40-48bc-b1cb-cac3809efa44,9,1,10,1622322.0,0.3768387734889984,2255656.068440646,0.5816577682059085,0.1163387734889984,0,0.09602348277869333,1629955,0.364,2306895,0.5859748275905864
06fa99ef-5f40-48bc-b1cb-cac3809efa44,9,2,11,1618788.5,0.34122878313064575,2552372.5630445043,0.6119093759428085,0.08072878313064574,0,0.09851864553179746,1724195,0.3528,2608790,0.6020768592552247
06fa99ef-5f40-48bc-b1cb-cac3809efa44,9,3,12,1614943.75,0.30396121740341187,2900613.773226399,0.6423600537268517,0.043461217403411856,1,0.08979249662699329,1659385,0.327,2872666,0.6338556207774361
071d014e-7b66-49cc-8db0-8b452ec8387b,9,1,10,1678077.625,0.37244802713394165,2296223.7293204293,0.5777678954375777,0.24274802713394164,0,0.11582762831242338,1580300,0.3959,2151289,0.5765074878289115
071d014e-7b66-49cc-8db0-8b452ec8387b,9,2,11,1676747.0,0.3391410708427429,2625573.181751826,0.6102691270835963,0.2094410708427429,0,0.10971907207809573,1794445,0.3434,2590647,0.5907850964130285
071d014e-7b66-49cc-8db0-8b452ec8387b,9,3,12,1674933.625,0.3066745102405548,2981650.9880050374,0.6403085599857459,0.1769745102405548,0,0.09976698695939634,1650579,0.3089,2931212,0.6397524461504246
075336a1-85c6-4ac7-bd62-f091a3d4f4fa,9,1,10,1463759.75,0.15470857918262482,6362076.36925349,0.812958036982299,0.004608579182624806,10,0.014244309292655188,1297455,0.1539,6255420,0.8282170696589047
075336a1-85c6-4ac7-bd62-f091a3d4f4fa,9,2,11,1474977.0,0.1552877277135849,6620055.159572021,0.817792323622099,0.005187727713584889,11,0.008903208004234164,1605543,0.1564,6681032,0.806247695821253
075336a1-85c6-4ac7-bd62-f091a3d4f4fa,9,3,12,1490534.875,0.15537624061107635,6850397.045862561,0.8212987602414265,0.005276240611076344,12,0.01381806213030723,1455519,0.1521,6899341,0.8257877450968658
07bbc8a7-577f-44e2-bacf-aba7588630be,9,1,10,3819855.75,0.1833421289920807,17898505.790037252,0.824118603838591,0.006342128992080698,10,0.025451800694591076,3866823,0.1869,17858589,0.822013824179721
07bbc8a7-577f-44e2-bacf-aba7588630be,9,2,11,3893986.0,0.1842491775751114,17777243.10041052,0.8203154061102037,0.0072491775751113985,11,-0.020710712787633923,3947451,0.1805,17946371,0.8197002332438804
07bbc8a7-577f-44e2-bacf-aba7588630be,9,3,12,3976472.5,0.1851973533630371,17724985.04540228,0.8167647268999928,0.008197353363037119,12,-0.01610610031058235,3949707,0.189,21896078,0.8471817745137167
07eb577b-9801-4800-8fdb-3e8af5c0b75d,9,1,10,1583101.0,0.33574503660202026,2412972.580039501,0.6038358733163389,0.19764503660202026,0,0.106004682630429,1427665,0.3292,2332466,0.6203150900859571
07eb577b-9801-4800-8fdb-3e8af5c0b75d,9,2,11,1606563.125,0.30730709433555603,2784303.8669457915,0.6341125504491633,0.16920709433555603,0,0.08938884442888462,1481273,0.301,2665872,0.6428210250666422
07eb577b-9801-4800-8fdb-3e8af5c0b75d,9,3,12,1649502.125,0.30110687017440796,3098756.546750458,0.652609042802652,0.16300687017440796,0,0.08549644287996416,1385607,0.2721,2948955,0.6803351757340188
07f9b362-a4e9-4878-833c-b3a0644462e3,9,1,10,984981.6875,0.9569991230964661,44197.233862970024,0.04294416932328774,0.8476991230964661,0,-0.004984737225973958,991297,0.9753,25533,0.0251103921009411
07f9b362-a4e9-4878-833c-b3a0644462e3,9,2,11,998457.0,0.9589568376541138,42793.82699106354,0.04109848067513786,0.8496568376541138,0,-0.010323161707636037,1029837,0.9993,741,0.0007190139902074
07f9b362-a4e9-4878-833c-b3a0644462e3,9,3,12,1009575.25,0.9611845016479492,40848.23017369583,0.03888739250853499,0.8518845016479493,0,-0.003328612718208508,966991,0.9987,1293,0.0013353520248191
0809b7f9-fa50-4eb5-98fb-e9c5fd41c070,9,1,10,890804.0625,0.47771498560905457,1096293.5132548828,0.5517059286021269,0.23291498560905458,0,0.15105638547818678,1019991,0.5145,1081717,0.5146847230918853
0809b7f9-fa50-4eb5-98fb-e9c5fd41c070,9,2,11,884898.5625,0.44798558950424194,1093646.575776699,0.5527529064761487,0.20318558950424195,0,0.1230633298870995,1027208,0.451,1157862,0.5298969827053596
0809b7f9-fa50-4eb5-98fb-e9c5fd41c070,9,3,12,883470.5625,0.4131966531276703,1160178.9538994096,0.5676995710807904,0.1683966531276703,0,-0.00896538851019868,1007658,0.3583,1389668,0.5796741869900047
0816c855-17ec-4409-89f4-5de0eaaca5dc,9,1,10,1397109.375,0.9936055541038513,8933.7403094396,0.006353816758651442,0.8015055541038514,0,-0.0076203201460489575,1341796,1.0,0,0.0
0816c855-17ec-4409-89f4-5de0eaaca5dc,9,2,11,1404849.125,0.9894177913665771,14960.945243062917,0.010537286329080405,0.7973177913665772,0,-0.0005910060350425954,1309601,1.0,0,0.0
0816c855-17ec-4409-89f4-5de0eaaca5dc,9,3,12,1396962.25,0.9872961044311523,17936.924823601497,0.012677175266455103,0.7951961044311524,0,0.012677175266455103,1327424,1.0,0,0.0
08337364-8b2a-49dc-8966-46ee65d22ba2,9,1,10,3533760.75,0.29259076714515686,8051276.139955558,0.6949719898549623,0.0026907671451568693,10,-0.0003856647224703691,3644913,0.29,8159746,0.6912309792260836
08337364-8b2a-49dc-8966-46ee65d22ba2,9,2,11,3501954.75,0.2921488881111145,8177967.33136406,0.7001731068405366,0.002248888111114511,11,0.003902868285388328,3204351,0.2912,8054382,0.7153897334629039
08337364-8b2a-49dc-8966-46ee65d22ba2,9,3,12,3529949.0,0.2921488881111145,8287461.593058091,0.7012925147854641,0.002248888111114511,12,0.010804087794525574,3397090,0.2902,11451472,0.7712175764898985
087a0ea4-0ee8-49e5-af16-a92d46c09bae,9,1,10,1513416.875,0.36811739206314087,2197064.5951676443,0.5921238558478444,0.12381739206314088,0,0.09224175880221452,1490534,0.3462,2258237,0.6023939579131401
087a0ea4-0ee8-49e5-af16-a92d46c09bae,9,2,11,1502394.375,0.3397480249404907,2442575.0917048054,0.6191619763650704,0.09544802494049073,0,0.09778405199288231,1514032,0.3022,2632304,0.6348506247443526
087a0ea4-0ee8-49e5-af16-a92d46c09bae,9,3,12,1481666.625,0.3023805618286133,2737627.3016563244,0.6488354092519503,0.05808056182861329,0,0.0839742241865622,1557894,0.2694,3061193,0.6627268548957835
088a0795-a2a8-45c5-aa50-878294fa243b,9,1,10,877001.375,0.9640396237373352,32716.727848537266,0.035963588881098046,0.8372396237373352,0,0.011004326689174646,901487,0.9481,48491,0.0510443399741888
088a0795-a2a8-45c5-aa50-878294fa243b,9,2,11,877486.8125,0.9636080265045166,33124.10311585909,0.03637569300765167,0.8368080265045166,0,-0.0009844849948417306,890627,0.9368,59358,0.0624830918382921
088a0795-a2a8-45c5-aa50-878294fa243b,9,3,12,877001.375,0.9638540148735046,32897.38199522032,0.0361549916870511,0.8370540148735046,0,0.00015327052421250376,907883,0.9284,69208,0.0708306595803256
08a1a9b5-216a-427a-8afe-3c8d2b01c129,9,1,10,3189742.25,0.21312156319618225,10315335.197291665,0.7638116284449982,0.006521563196182245,10,0.007769662463354199,3368965,0.2079,10525334,0.7575289692556638
08a1a9b5-216a-427a-8afe-3c8d2b01c129,9,2,11,3202305.25,0.21364417672157288,10629675.282711804,0.7684854137535301,0.00704417672157287,11,0.0035792996786051523,3442476,0.2074,11070338,0.7627974836582347
08a1a9b5-216a-427a-8afe-3c8d2b01c129,9,3,12,3295992.75,0.21312156319618225,10957807.89302916,0.7687639365426435,0.006521563196182245,12,0.005088724907275188,3504380,0.2186,11388586,0.7646956287954998
08f9afe3-911c-4c7a-9697-a50e84b55d42,9,1,10,4388818.5,0.28255507349967957,12129681.023399845,0.7343088884203515,0.012555073499679548,10,0.04621535224768414,4075533,0.2767,12002630,0.7465174970548564
08f9afe3-911c-4c7a-9697-a50e84b55d42,9,2,11,4417705.0,0.2810998558998108,11895918.196703605,0.7292014810730298,0.011099855899810773,11,-0.03942299079899014,4515633,0.2734,12002940,0.7266329845804477
08f9afe3-911c-4c7a-9697-a50e84b55d42,9,3,12,4330436.0,0.27645808458328247,11740447.39571302,0.7305415083059364,0.006458084583282453,12,-0.02959049691116855,4297723,0.2742,11899484,0.7346627106759825
09049eb6-f695-41a6-af2f-f23ecb67a329,9,1,10,1381763.625,0.13968248665332794,6426003.692521764,0.8230270487314444,0.004082486653327944,10,0.02564540239636992,1555477,0.1364,6600829,0.8092914856308726
09049eb6-f695-41a6-af2f-f23ecb67a329,9,2,11,1408079.25,0.14201079308986664,6721558.610722452,0.8267968052054327,0.00641079308986664,11,0.01640776177971559,1320629,0.1365,6847308,0.8383154767231922
09049eb6-f695-41a6-af2f-f23ecb67a329,9,3,12,1395935.0,0.14179180562496185,6966499.534509025,0.8330707410336746,0.006191805624961855,12,0.013847364519005034,1392253,0.1371,7110153,0.8362518797620344
090b1cfd-4f78-44b9-b281-9d9ca74786a1,9,1,10,1722871.625,0.286893367767334,3836492.7339044213,0.69009557320335,0.006393367767333957,10,0.002468037663394651,1528485,0.2945,3658380,0.7053162170212642
090b1cfd-4f78-44b9-b281-9d9ca74786a1,9,2,11,1753882.75,0.2865474820137024,3988467.4654804766,0.6945705705528362,0.0060474820137023655,11,-0.0032815334839702004,1554706,0.2966,5213086,0.7702786965084033
090b1cfd-4f78-44b9-b281-9d9ca74786a1,9,3,12,1782675.125,0.28572872281074524,4122161.388943794,0.6980991563796294,0.005228722810745212,12,0.012489593425615175,1555058,0.2862,4831230,0.7565004897993952
0913c783-ce77-4421-88c4-4102001d4197,9,1,10,1282931.0,0.44326961040496826,1398183.278306365,0.5214933543189305,0.19436961040496825,0,0.08803783221722122,1244042,0.4228,1427171,0.5342782473730099
0913c783-ce77-4421-88c4-4102001d4197,9,2,11,1293100.25,0.41286686062812805,1580141.7469143244,0.549950804217429,0.16396686062812804,0,0.08596322143020413,1245729,0.3778,1663008,0.5717285543519404
0913c783-ce77-4421-88c4-4102001d4197,9,3,12,1304308.125,0.37620916962623596,1799293.3807729336,0.5797436872698096,0.12730916962623595,0,0.08706614616582425,1150617,0.3098,1942088,0.6279577263269532
094f94c6-852e-4a99-b820-145d82ed5811,9,1,10,1488901.5,0.8744940757751465,213803.16984772682,0.1255667959534329,0.6694940757751465,0,-0.0036273518046021913,1490596,0.8732,216247,0.1266941364847265
094f94c6-852e-4a99-b820-145d82ed5811,9,2,11,1499510.5,0.8779536485671997,209103.68226485653,0.1223820359419461,0.6729536485671997,0,-0.0024864682820672918,1582840,0.8738,227058,0.1254534785938213
094f94c6-852e-4a99-b820-145d82ed5811,9,3,12,1499850.125,0.8800931572914124,204915.2553639491,0.12020144104533721,0.6750931572914124,0,-0.006921630155286282,1525631,0.8719,224499,0.1282756138115454
096391c0-27b0-4bfe-a7fd-67a30a6830c5,9,1,10,756323.75,0.3450378179550171,1281391.4278508127,0.6288373575360526,0.09103781795501709,0,0.11358900843746977,713015,0.384,1178533,0.6230521245033168
096391c0-27b0-4bfe-a7fd-67a30a6830c5,9,2,11,763216.125,0.30713939666748047,1416628.0226464404,0.6498758290476693,0.053139396667480465,0,0.107645147409963,697914,0.3504,1218872,0.6358936261011923
096391c0-27b0-4bfe-a7fd-67a30a6830c5,9,3,12,779710.8125,0.2996484935283661,1538209.211916963,0.6636161712714294,0.045648493528366085,1,0.040043694231043814,688678,0.3307,1423032,0.6738766213163739
098ef37e-c5ec-4db2-b94b-44fcee17a73b,9,1,10,1668065.75,0.4671071767807007,1685381.5974509418,0.5025817980210878,0.31410717678070066,0,0.03979032140151251,1501524,0.447,1656756,0.5245754018009803
098ef37e-c5ec-4db2-b94b-44fcee17a73b,9,2,11,1668786.125,0.428425669670105,1917156.1697740462,0.534631071048746,0.27542566967010496,0,0.05482686819728305,1646538,0.4153,1931492,0.5398199567918659
098ef37e-c5ec-4db2-b94b-44fcee17a73b,9,3,12,1675179.625,0.3915986716747284,2185581.86933095,0.5661012400119009,0.2385986716747284,0,0.0888016299917313,1458506,0.392,2061250,0.5856229806838883
09fd1123-0e21-496b-aabb-a55d43886068,9,1,10,1766092.875,0.9961668848991394,6769.637268684804,0.0038184784335147798,0.8463668848991395,0,-0.02319213140808902,1797620,1.0,0,0.0
09fd1123-0e21-496b-aabb-a55d43886068,9,2,11,1777811.625,0.9895914793014526,18574.851006563287,0.010340119598236957,0.8397914793014527,0,-0.0068550763551310425,1750463,1.0,0,0.0
09fd1123-0e21-496b-aabb-a55d43886068,9,3,12,1800601.125,0.9876266121864319,22509.369852255564,0.012346684370373128,0.837826612186432,0,0.012346684370373128,1645833,1.0,0,0.0
0aa0966b-e566-4e90-8fd2-58e7060e59c3,9,1,10,1186133.75,0.38929086923599243,1554125.1147813946,0.5671453652629186,0.24619086923599243,0,0.07578270476341181,1104856,0.404,1468173,0.5706010309250303
0aa0966b-e566-4e90-8fd2-58e7060e59c3,9,2,11,1198530.875,0.35645046830177307,1771470.473150136,0.5964544340202053,0.21335046830177307,0,0.071414758095244,1132040,0.3821,2600213,0.6966872288668533
0aa0966b-e566-4e90-8fd2-58e7060e59c3,9,3,12,1216379.625,0.325242280960083,2016074.9170609778,0.6236978403957849,0.182142280960083,0,0.08222021441736982,1145177,0.3459,2449940,0.6814632180260058
0ac0afe2-564a-4c05-8021-515b5973f0df,9,1,10,4628875.5,0.20136591792106628,16293176.293936238,0.7787561399049031,0.005365917921066277,10,0.044197903435299724,4781074,0.2016,16525016,0.7756005911924713
0ac0afe2-564a-4c05-8021-515b5973f0df,9,2,11,4594903.5,0.201469287276268,16679773.245282087,0.7840200556269803,0.005469287276267998,11,0.03570903617357024,5774909,0.2118,22299925,0.7943030046054769
0ac0afe2-564a-4c05-8021-515b5973f0df,9,3,12,4554394.5,0.20139312744140625,16957752.294444293,0.7882873083974951,0.0053931274414062425,12,0.01989210636234562,5422123,0.2005,22164884,0.8034537418285355
0ad240de-3be1-4184-a9e7-847ae8e2b04a,9,1,10,1610172.875,0.3106600344181061,2827331.22936647,0.637144476460179,0.12126003441810607,0,0.10136343404678316,1537957,0.3036,2805937,0.6459496939842455
0ad240de-3be1-4184-a9e7-847ae8e2b04a,9,2,11,1619367.375,0.30189719796180725,3104252.755527554,0.657176629311396,0.11249719796180724,0,0.08575197862958917,1629368,0.2871,3162102,0.6599440255286999
0ad240de-3be1-4184-a9e7-847ae8e2b04a,9,3,12,1622851.875,0.3039664328098297,3290223.4984672656,0.6696871609655934,0.1145664328098297,0,0.06208922354788926,1585882,0.2373,3621447,0.6954519293864474
0b43845b-909c-4d91-b1fe-53eacfe17836,9,1,10,1614455.875,0.4478318393230438,2387519.8409300707,0.596585289467506,0.34393183932304383,0,0.1628376335402414,1756151,0.4252,2566719,0.593753455458989
0b43845b-909c-4d91-b1fe-53eacfe17836,9,2,11,1656426.375,0.42038100957870483,2343948.0229954044,0.5859321627920531,0.31648100957870484,0,0.1306912520264314,1746585,0.3871,2643675,0.6021682087165681
0b43845b-909c-4d91-b1fe-53eacfe17836,9,3,12,1651632.75,0.3735010027885437,2503227.347558996,0.6024817415704699,0.2696010027885437,0,-0.029657443446576948,1786685,0.3897,2703664,0.60210553789917
0b5b312d-c307-4274-afa8-2579cc3eb1b6,9,1,10,516064.78125,0.8943309783935547,61191.956275999546,0.10600475022302094,0.6377309783935547,0,-0.01858853934810266,491879,0.9148,47252,0.0876447468240557
0b5b312d-c307-4274-afa8-2579cc3eb1b6,9,2,11,515686.34375,0.8943324089050293,60957.340318709146,0.1057105835073117,0.6377324089050294,0,-0.027407696062580686,519328,0.9107,50614,0.0888055275799993
0b5b312d-c307-4274-afa8-2579cc3eb1b6,9,3,12,515263.09375,0.8965244889259338,59624.70390657993,0.10371537567787772,0.6399244889259339,0,-0.003795511705721469,509112,0.8758,69521,0.1201469670758494
0befc5fa-29bc-4ce2-8857-2855b13c9d13,9,1,10,1813962.75,0.39926376938819885,2629769.5567450896,0.5917929738371938,0.2850637693881989,0,0.13536651145672457,1664758,0.402,2528528,0.6029944058192072
0befc5fa-29bc-4ce2-8857-2855b13c9d13,9,2,11,1784043.875,0.35909605026245117,2828830.461810073,0.6132468077953941,0.24489605026245118,0,-0.007518764161457581,1815340,0.3559,2797789,0.6064840155131148
0befc5fa-29bc-4ce2-8857-2855b13c9d13,9,3,12,1785410.875,0.32163557410240173,3130137.1753981314,0.6367829473550987,0.20743557410240174,0,0.04771158640508988,1758396,0.322,3089065,0.6372542244280047
0c362bf2-d50e-487d-a333-ecfc38a98c39,9,1,10,873099.4375,0.9636124968528748,32881.76507594809,0.03629409195517125,0.7143124968528748,0,-0.02615861408200585,851733,0.96,35254,0.0397457910882572
0c362bf2-d50e-487d-a333-ecfc38a98c39,9,2,11,856009.0625,0.9631891846656799,32720.796106269117,0.03681748260104908,0.71388918466568,0,-0.014875995108243723,800021,0.9542,38236,0.0456136960383271
0c362bf2-d50e-487d-a333-ecfc38a98c39,9,3,12,842041.0625,0.9650431275367737,30578.93872699421,0.03504267457082928,0.7157431275367737,0,0.001666085807628781,783525,0.9612,31851,0.0390629599105198
0c3a60ad-0e32-4d71-9d5a-23bc4b691375,9,1,10,2589139.5,0.393695592880249,3313272.603043914,0.5613421335550659,0.18239559288024904,0,0.1057880292587341,2387606,0.3917,3201821,0.5728352834736011
0c3a60ad-0e32-4d71-9d5a-23bc4b691375,9,2,11,2586451.75,0.3674440085887909,3731905.987192547,0.5906449337657723,0.1561440085887909,0,0.08898834751072715,2551370,0.3864,3529919,0.5804557224627871
0c3a60ad-0e32-4d71-9d5a-23bc4b691375,9,3,12,2570251.5,0.3446044623851776,4130405.8944518375,0.616418009652579,0.13330446238517762,0,0.08399171637802139,2441467,0.3312,4709632,0.6585885610030011
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,9,1,10,3120311.25,0.18269720673561096,10485066.585934661,0.7706560385439203,0.006097206735610955,10,0.006589304888888536,2972743,0.1773,10432461,0.778239629922827
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,9,2,11,3170688.75,0.1822390854358673,11167142.972577963,0.7788585602516818,0.005639085435867303,11,0.006878796387905006,3050039,0.177,11101490,0.7844728297557105
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,9,3,12,3297951.0,0.18248894810676575,11825374.189256694,0.7819295056656721,0.00588894810676574,12,0.01827192003911049,3236399,0.1799,11757798,0.7841565640360734
0c6fd26c-b2ec-49c0-a2ce-63125ceec288,9,1,10,1764328.25,0.8747247457504272,254164.22980204225,0.12591784826811375,0.6138247457504272,0,0.023469708887531845,1889355,0.8461,331562,0.1492905858255846
