customer_id,age_group,gender,employment_type,join_date,mydata_consent
38152102-3c0a-433e-81d0-3dabab5c92ac,40대,F,비정규직,2024-09-13,True
098c06ed-b6cb-42b6-8cc8-c3d742181057,40대,M,자영업,2025-08-06,True
8c620c88-4c5b-4d8c-a914-6b517a359a94,30대,F,프리랜서,2024-02-16,True
70d01dfa-8954-48b0-9e12-856dd979fadf,40대,F,자영업,2025-04-25,True
96f6515e-4eba-44bd-b103-4502ec4eb5e3,20대,M,정규직,2026-02-13,True
182afdf6-9f73-4a01-bf37-6ae4754d18ce,20대,M,정규직,2026-06-27,True
74d7cf90-a013-4999-88ea-eb1d71fbf71d,20대,M,정규직,2026-01-07,True
8b7e642d-1594-4ec3-9593-7331c4347eb8,40대,M,비정규직,2024-11-08,True
479c171b-5c62-4b36-9307-7bfe1a2774cd,30대,M,비정규직,2025-03-20,False
d1874905-a2cb-4b20-b4e2-bf33dbe18b42,20대,M,비정규직,2025-09-12,True
fe51c0c5-d545-4cf5-8122-446e540ffe7e,30대,F,정규직,2025-05-10,True
e01e36be-c1f6-4a32-aa82-3173af38c69d,20대,M,자영업,2024-07-03,True
966efc5e-5045-4b27-869d-e3215bb368e2,40대,미상,프리랜서,2025-02-20,False
97abd53c-932a-4627-ac31-ace55aba8f0a,30대,M,정규직,2026-05-13,True
0f071470-81ff-45a0-a332-a4841aeb4f0f,30대,M,자영업,2026-05-21,True
ab93bf99-8044-4820-ab4f-3a8717dfbef1,20대,F,자영업,2025-05-09,False
7f778fb0-adb6-4f3d-a39d-2d58626dada3,40대,F,비정규직,2025-07-16,True
af01979e-5c50-4aee-b4cf-43785daa9593,30대,M,정규직,2024-06-23,False
c35b5869-6a38-4888-ac47-a9107e0e42c3,20대,M,자영업,2025-02-10,True
e3a34933-d0c6-4ab4-a8f9-811fb19f9afa,20대,M,무직,2024-09-12,True
65d8a58d-11ff-4966-af30-faa5f4a7c1e5,50대 이상,F,자영업,2025-02-08,True
c4ab74f6-9296-4356-9e2f-3bef3e17aa43,50대 이상,M,프리랜서,2025-09-05,True
52ebe34b-0054-422a-87c1-e01bcc67f644,40대,M,무직,2024-12-08,False
349adc9d-468d-40d4-86ed-5083ca3d241d,20대,M,정규직,2025-01-08,True
d693c89c-eef4-47a5-aae9-39afffcd880c,50대 이상,F,자영업,2024-10-14,False
7fcfd5fa-2a01-4518-ad1c-4897010b55ac,40대,미상,비정규직,2026-01-19,True
914f7429-bcb3-4cab-8bbd-fcd26175f9ad,40대,F,무직,2024-12-21,True
b7754af8-2980-4946-963d-d3c722f74a6b,30대,F,정규직,2025-10-27,False
82ba49b9-1830-4bb5-94d1-6bebb3b4739b,20대,M,정규직,2024-08-14,True
d7da44cd-edc3-4e34-a2d2-5a43ee6750cb,20대,M,프리랜서,2024-08-07,False
d1dffcf3-06b0-4d5c-b379-bbe9922c20e5,50대 이상,M,정규직,2025-01-05,True
055214eb-6c57-4b0e-bbc2-1ad615dec5a5,30대,F,자영업,2024-03-31,False
ad8cfba4-4de8-4975-93d1-0b7939e6e284,20대,F,정규직,2025-03-22,True
e514b9dc-08e4-4d2d-97f6-4c9ad0657489,20대,F,무직,2026-06-11,True
3336c1f4-56c8-4ce8-9a8b-fa88a195115d,30대,미상,프리랜서,2025-01-21,True
d65db076-5a18-4536-afad-057de26b8b25,20대,미상,정규직,2024-08-25,True
f56088ae-4f47-4787-88b4-82dbbc219576,50대 이상,미상,자영업,2026-04-05,True
ec0a5e84-ede7-4970-80a5-ea5716a479c5,40대,M,정규직,2026-04-02,True
82dc3688-572e-41a8-9d3f-5fea46d2927d,40대,M,자영업,2025-11-07,False
aa734f8d-67c4-4d7d-84f6-21320e612eed,30대,M,자영업,2024-06-28,True
b3ca5c05-d7ec-4205-9397-3713203738e3,40대,F,프리랜서,2025-03-31,False
9f59162f-ec6a-458e-aa5e-dfc2d4961cff,30대,M,정규직,2024-03-05,False
0c6ac81e-cf84-4601-b3a0-9fb7106fc750,40대,F,정규직,2024-06-03,True
8ca21e76-ef65-4033-8b6d-78abbadab365,20대,F,자영업,2025-03-07,True
c2a24ca6-523c-4ad5-a81b-9cac37f109ab,30대,F,비정규직,2024-11-19,True
6194c47c-ee29-44f6-aa0d-831057781f9d,20대,M,비정규직,2025-09-18,True
5eb47bb0-420e-4e3c-8448-f62965aa9a5a,30대,M,정규직,2026-04-15,True
b59f13c6-a6de-4344-b570-331d3a1bfe84,30대,M,정규직,2025-07-21,True
550dff5d-7978-4407-9408-68a57f97c4b7,20대,F,프리랜서,2025-02-02,True
906003e6-495e-45c2-8211-67fbb8bc8199,20대,F,정규직,2026-01-25,True
ec7b4fc8-4a5b-417b-af70-bb7da531ba89,30대,F,정규직,2025-12-22,True
87b04b4c-ffbf-41fe-8f91-ba7c87e02d96,20대,M,무직,2026-06-19,True
5ce64901-a273-43a6-bc4c-6fc2113c8d40,50대 이상,M,정규직,2024-10-02,True
3bea5565-5c4c-44a8-a598-39b30864eda5,30대,M,자영업,2024-05-11,True
556263a2-94a9-46e4-835c-63849fd98609,30대,F,정규직,2024-07-13,False
f9c65d2f-68b1-4fc9-804b-a396ae65b983,30대,F,프리랜서,2025-08-06,True
c4341ff5-36df-4aac-99dc-3a2d645c4149,20대,M,자영업,2025-02-01,True
2b52c04f-41d0-49ee-b6f8-174e54a4cd8d,50대 이상,미상,프리랜서,2024-03-19,True
b8c03d69-c3db-41cb-a890-73aa927895f5,30대,M,정규직,2025-02-03,True
731828a7-783a-4a08-affd-750b2226533c,40대,F,비정규직,2025-10-18,True
fa779088-e4d0-43be-b768-3286c65118d2,20대,M,자영업,2025-09-11,True
a288966f-e532-437f-a11d-23ea0741648f,30대,M,정규직,2024-10-08,False
e40df91f-b7c0-4a0d-b181-3908ba0ea5c0,30대,F,정규직,2025-06-09,True
e628d594-ceea-44ae-87d8-42433c0d25b2,50대 이상,M,정규직,2024-07-04,False
22542886-0737-493e-98e5-581b654017a6,30대,M,무직,2024-06-11,True
2f29ddd1-f546-4586-8525-470ba8c8d27c,30대,M,자영업,2026-06-01,True
5eb66289-ecfe-4b99-9fdb-06b711b8f566,20대,M,자영업,2024-10-11,True
3ffd4cee-4208-4923-8ffd-d364c701025a,30대,F,자영업,2025-08-15,True
a0715f5f-25a7-4b98-943c-8da08ea19ec0,30대,F,비정규직,2025-04-06,False
d3749af0-a66a-4309-b239-f8c05d191fc0,30대,F,비정규직,2025-11-14,False
1bcf6eb0-3e1e-4237-8ec1-6dcfbbb93a80,20대,M,정규직,2025-08-16,False
ca107b2f-73f1-41f4-840e-d0dae68384b7,40대,F,자영업,2025-09-18,True
103c9505-3cec-48fc-b4b3-49be85d9c6c9,50대 이상,M,정규직,2026-05-20,False
37f98567-de22-4f99-bf72-80f396034e40,20대,M,프리랜서,2024-08-20,True
e5c0dbf4-995c-4bac-be0a-3aca0011cb74,30대,M,프리랜서,2026-02-28,False
d7ad9178-8a35-44f0-899c-55193c49da9e,20대,미상,정규직,2025-08-10,True
504fdabd-49fc-4f51-bd9e-1e1a1fee4a1a,40대,F,비정규직,2026-01-16,True
62612776-304f-401c-a3ea-7c91a6eeb0ff,20대,F,정규직,2026-02-13,True
8bb029ef-653a-4aa8-9dcb-b4f4d03a8041,40대,F,무직,2025-08-12,True
e18cd729-9453-4990-a998-906e8a8f67ad,40대,F,프리랜서,2024-04-24,True
b52e99f6-a579-4cc9-b813-1c5f5dc1b9d5,40대,F,무직,2024-04-02,False
c1763e07-5526-439b-86bc-29343ab53a27,20대,F,정규직,2025-08-04,False
ae25b768-5e53-49ed-8390-a44599d223b1,50대 이상,M,정규직,2025-04-19,False
4b04eb03-0ab0-4941-bf67-62b773c34485,20대,M,정규직,2024-02-26,True
04d2fec8-55cd-4b5b-8a9d-1c69d23c6767,20대,M,정규직,2025-12-10,True
1a55f294-1004-4700-9fe2-32cd13c304a5,30대,미상,정규직,2024-04-02,True
f5b946cc-6d20-4fec-a926-dfe054844e5c,30대,F,정규직,2026-04-01,True
e33bfdb3-1c60-4c36-9a20-63d728516e0e,40대,미상,무직,2025-12-18,True
44f213cd-f44f-47a8-857a-646b02e064c1,40대,M,정규직,2025-09-11,True
b6f0b008-6b9d-45a9-9b7b-7f132a917035,20대,F,정규직,2026-05-31,True
0a8953bb-2927-4f12-a54b-6f2e0689f313,50대 이상,M,프리랜서,2024-07-23,True
ad964cc5-351c-499c-81a0-2dd53cf7cc7c,20대,M,비정규직,2024-06-18,True
08c6af33-c457-4eb3-ac35-e24ab1f0212a,30대,M,자영업,2025-08-03,True
bc087af7-97a1-4a5f-bb86-53c8fbeffded,20대,M,자영업,2024-07-05,True
2fdb7ea7-3b45-45f1-b42b-9cf21cf81980,50대 이상,F,프리랜서,2024-08-29,False
694a1c5e-d23e-457d-9b7a-78006840ec65,20대,M,자영업,2024-08-04,True
4f48fd28-6e27-47a8-a3cb-e916eeae1836,20대,F,비정규직,2024-08-03,False
4d6aca4a-f61d-4b57-ba88-a2102250f8f5,30대,M,자영업,2025-02-19,True
67e09bd1-ba04-44d6-87da-6cfc15e23ee3,50대 이상,M,정규직,2026-03-28,False
d1ce9c39-6783-4606-93bc-851dbb3f0152,50대 이상,F,정규직,2024-04-20,False
0f0a334f-8beb-4ca7-9451-766565fd43f3,40대,M,비정규직,2025-01-19,False
f3fe6dde-2795-4953-8dbf-796a7dbb4f8a,50대 이상,미상,정규직,2024-05-09,True
5f70613f-eb16-4e28-80cb-ec4dcad95747,50대 이상,F,자영업,2024-03-20,True
dfc8a7c9-d5d2-4966-8a0f-7886ff114ff1,30대,F,정규직,2026-01-21,True
a33cf716-426a-4bd8-968d-5b02f0ab3067,20대,M,정규직,2025-07-18,True
1b161161-eb62-4de9-a217-bab12825e77f,40대,M,정규직,2026-01-16,True
48235ce4-2d36-425a-b846-a80a3a92365f,40대,F,프리랜서,2026-05-19,True
422be082-31a5-4255-9094-04569843e5b8,30대,M,정규직,2024-03-14,True
e913d964-50c8-4868-8da7-6ec67b41dab6,20대,M,자영업,2024-04-20,True
63009b24-ba66-4ba6-9e9e-5312ff38fb95,40대,M,프리랜서,2024-04-13,True
89d2caf0-61c6-4416-8abf-4900d1fcf6f8,20대,F,정규직,2024-05-25,True
d2d9f415-0691-46d0-b8b9-be981480e867,50대 이상,F,자영업,2024-12-15,False
c0ca03ad-9208-4adc-9adb-9a3e99ebe10f,20대,F,정규직,2025-04-04,False
02172378-9330-4ca8-a782-00801871ad17,20대,F,정규직,2024-02-21,True
4c40540c-1e1c-45b9-8216-c0276a69680b,40대,M,자영업,2025-03-09,True
39088e08-f9b9-4b4d-9596-44075c6695ca,20대,F,프리랜서,2024-12-21,True
4c9fcc56-9738-4008-a6a5-fa92cb679849,20대,M,정규직,2025-12-30,True
6310dabe-1cf3-448d-82aa-3844112e7eb8,30대,F,비정규직,2024-09-21,True
af8deaf1-6397-4f74-8455-92d013236786,50대 이상,M,정규직,2024-07-20,True
7a493da4-b24e-46b4-99cc-0e6727c76831,20대,미상,비정규직,2024-11-19,False
bd69d946-f5f9-45c1-9601-3fe55deb8821,20대,M,자영업,2025-04-25,True
c9618936-07db-4b01-b1f9-08a4f44dce15,40대,M,자영업,2026-01-11,False
be6465c7-03bd-45cc-8d58-ef9517d4e24e,50대 이상,M,자영업,2026-06-03,True
3719b44c-87f9-45a3-8e00-d1f08015beae,30대,M,정규직,2025-01-03,True
9c020a55-1f43-436a-9b1c-aace61cf937b,20대,M,자영업,2024-11-15,False
b6aabea7-b840-4955-bae3-a57af8554614,20대,F,자영업,2024-08-29,True
7839c4e6-d841-4dc9-8e78-9fbec7f2cb17,20대,M,자영업,2024-03-28,False
1bd48197-445f-44e8-8ab1-cf801af40cbd,20대,F,정규직,2025-04-26,True
2a985233-9aa9-4688-affb-6722191beb9a,40대,M,정규직,2024-07-11,True
b5b02ffd-e5f5-4929-8d0d-429eff8bb3d7,20대,F,정규직,2024-10-17,True
ede518cb-816c-46dc-ad7c-68e11aa6734a,30대,M,정규직,2025-11-03,False
67f712d9-bc0e-4821-9c03-14e33d249dde,40대,F,정규직,2024-06-27,True
c17b1081-9a61-44a8-aa1c-d121aa3c2526,30대,F,정규직,2026-05-17,False
dcc226dd-3206-4231-a5db-86e52c857c9a,20대,F,자영업,2025-01-27,False
1eba536a-afa9-456c-a399-dd44c9ed8ee8,40대,미상,정규직,2024-04-05,True
2d78f32d-b047-4edd-b721-dd2df4fa21f4,40대,M,프리랜서,2024-12-06,True
6aba42d4-db02-4e80-b8c2-f134e4440d62,40대,M,비정규직,2024-04-08,False
58028874-a155-44c9-80c9-f93952e765d8,20대,F,자영업,2026-05-15,False
12b89d45-33eb-4277-b7b7-f171d87e526e,20대,F,비정규직,2025-03-26,True
930c6c54-b1fd-4cb9-9eb9-00569b4bb0ec,50대 이상,M,비정규직,2024-08-22,True
5cf21524-809f-4d4a-95b7-a400a93425fe,30대,M,자영업,2024-12-21,True
233a5d66-490f-42ae-b3a0-321aee1517ff,20대,F,무직,2024-05-27,True
4891ada1-8e82-42df-b0c5-2e6d44c13341,30대,F,비정규직,2025-05-26,False
688362ab-8a8a-4f42-9615-247478a65918,40대,미상,비정규직,2024-11-16,True
0df25a7b-f9f2-47ac-9146-60ae664d0dde,50대 이상,F,자영업,2025-07-02,True
cd1a4957-0442-4f8a-81ae-a1c2570b8541,20대,F,자영업,2024-06-04,True
489808e9-f28f-46ed-b143-bc6891c959ac,50대 이상,M,정규직,2026-03-21,True
9301587b-8735-4d5d-ba6f-2944d8f5d8eb,20대,미상,비정규직,2025-11-23,True
b367b333-7df9-42a4-8dec-8220487d52b8,30대,M,비정규직,2026-04-09,False
53e90967-ade2-4db5-be90-78065a0b0959,40대,F,무직,2024-10-30,True
1a9190eb-b158-4e2d-8831-19400ccf870b,20대,M,비정규직,2025-12-12,True
d1e8db07-7c0c-4802-b2a6-ec57709e312d,20대,F,비정규직,2025-09-30,False
a3c15fce-3a01-4bab-95ac-8890a4331cf1,30대,F,무직,2024-07-05,True
07c3a13d-ee1c-4a09-8f21-c6a0e462dab4,50대 이상,F,비정규직,2025-08-23,True
28b09f09-ebc2-4598-a92a-c30655aca57c,30대,F,정규직,2026-02-26,True
79b4283b-d2d2-4b0e-91dd-3e43429280bd,50대 이상,M,정규직,2026-06-14,False
e8005730-7cf4-4913-a9a7-b937c89cb6c2,40대,F,정규직,2025-12-17,False
bf8d2da1-9522-45b9-b14c-4a883bb4f9e0,30대,M,정규직,2024-04-28,True
ef824e66-60fe-4f2a-b6ea-ddea54878847,40대,M,정규직,2025-03-12,True
9ef305b1-7290-4a8a-979e-23f3a1294945,20대,M,자영업,2024-02-18,True
6a3393fd-05d1-450e-9762-937c2e3c6222,20대,M,자영업,2025-12-27,True
4ad2398a-9fa0-48ec-86f0-6aecdde82a91,40대,M,정규직,2025-08-31,True
ea04cf8d-8f62-47bd-974a-8421a4fbdd81,40대,F,비정규직,2026-02-11,False
63adbe04-3e51-4a8b-8d6c-717ca0e4ba2e,20대,F,정규직,2025-07-21,False
c251d43d-e072-482b-85d0-ac0192d71f7f,30대,F,무직,2025-02-27,True
40406fac-1f7c-4536-9a01-60782cb61e37,30대,M,정규직,2024-07-29,False
7408140f-3581-418e-8af9-8ee7f6e5810c,50대 이상,M,자영업,2025-08-16,False
a1535d15-ecc0-4945-903c-e9aef70de71f,30대,M,정규직,2024-08-30,True
14f6e123-46f3-408d-bf96-e7fc83b796af,30대,F,자영업,2025-01-04,True
2af79094-5b58-4db0-9478-40027f1a9729,30대,F,정규직,2025-10-22,False
66cd1ded-5aae-4b8a-ba5e-9c4dc162e13d,30대,M,자영업,2024-04-30,True
b66c2ed1-f6f8-403d-a56a-cc01887c5572,40대,F,정규직,2025-06-20,False
01d82cf0-b6c7-48cd-9bed-1386533ffd3b,50대 이상,M,프리랜서,2026-02-21,True
fb696295-4adf-4d99-8313-cf5181ff06f9,30대,M,비정규직,2024-03-17,True
e7d49789-aa39-4854-8880-6a9f0a2fca7f,20대,M,자영업,2024-04-29,False
71f9e09b-66cb-4040-ac5a-d80839b001c5,20대,M,프리랜서,2026-05-20,True
816c53db-b1e7-4b35-bdb3-4159a42b4bfa,40대,F,무직,2024-05-08,True
7a14eba6-296b-448c-8e58-2adfda55594c,40대,F,정규직,2024-03-30,True
91ada139-5af1-45ba-bf70-084ad93d5a83,20대,M,정규직,2024-07-11,True
af03c7f1-96f0-415d-950b-35a859dd2181,20대,F,정규직,2025-11-23,True
dccbc24f-99a7-4542-b97f-2610bc3de998,30대,F,정규직,2024-12-30,True
e9b8b0fd-0611-4a11-9802-5eeb2f88477a,20대,미상,비정규직,2025-03-21,True
c59626cf-9b3e-4932-a6ce-ca4662bf70b5,40대,F,무직,2025-01-09,True
2038910f-d3b1-40ab-9e1e-a3d3fd8070a4,20대,M,무직,2025-01-12,True
417f4876-ea27-4b91-99ad-271e3ebe48ef,20대,F,비정규직,2024-12-23,False
71d24957-4001-4fda-be8e-00abdb7bd455,50대 이상,M,자영업,2025-04-11,True
54c6da04-abd3-4f9e-a001-8f4a80625de3,20대,미상,프리랜서,2024-11-09,True
61896b08-789c-4844-9d34-1e9e6bf34645,20대,M,무직,2025-03-31,True
499c2be2-fb70-406e-9785-c85f8c958c45,20대,F,정규직,2026-06-18,True
c3a70fa8-a2e6-4822-b8ab-2b412998ecd7,20대,M,비정규직,2026-06-02,False
f3028aac-5b71-405c-ada0-72d3907551eb,20대,M,프리랜서,2024-03-21,True
9654d94e-b546-4242-90f7-fc1720f9c659,20대,F,정규직,2024-05-02,True
1db1a272-c8a1-4f1c-b18a-7f17cc451772,20대,F,정규직,2025-02-08,False
4e27bd4a-0aa6-4443-8070-043631b984fd,20대,M,무직,2026-02-01,False
fa13bb0c-b9e2-45fa-a63a-ebaa5c1af29b,30대,F,무직,2024-08-22,False
14c5716c-86de-490d-b8c4-ca140d68bc05,40대,F,프리랜서,2026-02-28,False
db9bcc34-5e8e-4c8b-b5b3-3e15ef61e2e0,30대,M,자영업,2025-08-08,False
fa728fa7-108e-4a95-a896-5c4962a9c630,20대,F,정규직,2025-09-19,True
797bde04-2c96-4519-8ae5-ac8072036255,30대,F,정규직,2026-06-22,True
1a6cde12-ffd9-4f0d-9dd0-ba23bab6aba3,50대 이상,F,비정규직,2024-07-30,True
6b1f0519-4b94-4f72-87b5-2ad0c92b43ff,50대 이상,M,비정규직,2025-04-15,True
cd8c5d2a-ef42-4359-8310-da95d11866ff,20대,M,비정규직,2025-09-30,True
a86c2b32-1470-47b4-8e99-ea29b23001b4,20대,F,자영업,2025-04-17,True
4e3334e6-c11a-4431-9d9d-64ff0ff41b3d,20대,F,정규직,2026-07-02,True
8f0450a4-e565-42e3-9ff0-8aabe497f420,20대,F,자영업,2025-06-17,False
60607fea-ab78-40ef-9e41-89b10c67d872,30대,미상,정규직,2025-04-06,False
3da17a60-dd7d-46cb-8c4e-17febfdeb264,30대,F,정규직,2025-09-10,True
54a5c29c-6e62-45e3-8602-e0f9f29b64a2,20대,F,정규직,2024-07-10,True
5b4f600c-d5e1-453c-86eb-e4f7c7bbca48,30대,F,정규직,2025-11-27,True
41e43f43-821c-4c60-b63d-f017217bb555,30대,F,프리랜서,2026-03-05,True
0fb3540f-be08-4107-bb78-b2c40161bd81,20대,M,정규직,2025-03-31,False
e1c17120-d5b4-4164-9167-6b95d7d00c80,40대,M,정규직,2024-05-22,False
03f288cd-1526-4b6b-8922-34cc6698a0dc,20대,F,자영업,2025-08-10,False
f09ca938-e6f7-4e68-89b9-d65f268b39f9,50대 이상,M,비정규직,2026-05-23,False
02aadf6c-835c-434a-b877-24524822cea3,20대,M,정규직,2024-03-11,False
46ba218f-0a8c-48df-80fc-f40dc8e228ce,50대 이상,F,정규직,2025-06-11,True
745a51aa-ee32-4a3d-93ec-f8e30cbd4aca,50대 이상,M,정규직,2026-02-02,True
c5761616-bcf9-4b58-978a-b42742f6f2b8,50대 이상,M,자영업,2025-01-13,True
fb1869a2-5fb1-4b57-946a-092a38b0bebd,40대,F,정규직,2025-09-27,True
0f627a68-f2de-45d1-bcc0-dd3d4a3255ba,40대,F,정규직,2024-04-08,True
6c117bcc-b55b-4bba-992b-848274db05b4,40대,M,정규직,2025-10-20,True
e2d4c3fb-7db0-4c21-bb87-a1b24a549918,40대,M,비정규직,2025-03-11,False
4f495098-29c0-49bb-abe9-2cbf3eea984a,20대,M,정규직,2025-03-17,True
