customer_id,account_id,year_month,month_index,carryover_share,carryover_share_delta_3m,carryover_share_slope_3m,committed_ratio_delta_3m,payment_ratio_gap,revolving_streak_months,minimum_payment_streak,delinquency_count_6m,limit_utilization_ratio,revolving_payment_to_income_ratio,risk_indicator
783d27b9-fc1e-4929-8158-2034af834749,00bcb114-e045-404d-a5b4-d23fcc068de6,2026-05,11,0.1002212871726113,-0.0202647654915632,-0.0157678380328963,0.0236999999999999,0.7371,11,0,0,0.33738575,,관찰
783d27b9-fc1e-4929-8158-2034af834749,00bcb114-e045-404d-a5b4-d23fcc068de6,2026-06,12,0.1068829014620952,-0.0248740617763087,-0.0011640911257871,0.0263999999999999,0.7292,12,0,0,0.3308655,,관찰
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2025-07,1,0.1476048578578558,,,,0.5287999999999999,1,0,0,0.4124885,,관찰
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2025-08,2,0.2354890596254029,,,,0.4352,2,0,0,0.4628225,,관찰
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2025-09,3,0.3113288995715588,,0.0818620208568515,,0.3593,3,0,0,0.446894,,관찰
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2025-10,4,0.379896551317156,0.2322916934593002,0.0722037458458765,-0.2405999999999999,0.2882,4,0,0,0.420321,,주의
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2025-11,5,0.4356095003927706,0.2001204407673677,0.0621403004106058,-0.2317,0.2034999999999999,5,0,0,0.469702,,경고
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2025-12,6,0.4961792287991024,0.1848503292275435,0.0581413387409731,-0.1962999999999999,0.163,6,0,0,0.43828175,,경고
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2026-01,7,0.5543592558206337,0.1744627045034776,0.0593748777139315,-0.1942,0.094,7,0,0,0.41267525,,경고
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2026-02,8,0.5776005299262492,0.1419910295334785,0.0407106505635734,-0.1512999999999999,0.0522,8,0,0,0.4648635,,경고
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2026-03,9,0.614329173911602,0.1181499451124996,0.0299849590454841,-0.1486,0.0144,9,2,0,0.48275825,,경고
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2026-04,10,0.6315908473410511,0.0772315915204173,0.0269951587074009,-0.094,0.0,10,3,0,0.533225,,심화
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2026-05,11,0.6718664670752409,0.0942659371489916,0.0287686465818194,-0.0522,0.0,11,4,0,0.476932,,심화
596b3f10-6ee1-4e7c-bb63-1292ecce3ee5,00d82108-ebe7-4fbc-a3e6-f21df497dc3d,2026-06,12,0.6824430034239505,0.0681138295123484,0.0254260780414496,-0.0144,0.0,12,5,0,0.4737455,,심화
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2024-12,1,0.0271777889403608,,,,0.753,1,0,0,0.23530575,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-01,2,0.0225741570185075,,,,0.7585000000000001,2,0,0,0.21686025,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-02,3,0.043961660387344,,0.0083919357234916,,0.7359,3,0,0,0.2240005,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-03,4,0.0499141943005154,0.0227364053601546,0.0136700186410039,-0.0223999999999999,0.7306,4,0,0,0.2296165,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-04,5,0.0714461536018358,0.0488719965833282,0.0137422466072458,-0.0508,0.7077,5,0,0,0.23388275,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-05,6,0.0803188974119015,0.0363572370245575,0.015202351555693,-0.0360999999999999,0.6998000000000001,6,0,0,0.23241675,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-06,7,0.1158352399252755,0.0659210456247601,0.0221945431617198,-0.0702,0.6604,7,0,0,0.23167725,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-07,8,0.1125762191334251,0.0411300655315893,0.0161286608607617,-0.0384999999999999,0.6692,8,0,0,0.22321925,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-08,9,0.1343205742925974,0.0540016768806959,0.0092426671836609,-0.0571,0.6427,9,0,0,0.23114225,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-09,10,0.1118635911462444,-0.0039716487790311,-0.0003563139935903,0.0113,0.6717000000000001,10,0,0,0.23346575,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-10,11,0.0825692605518202,-0.0300069585816048,-0.0258756568703886,0.0322,0.7014,11,0,0,0.222857,,관찰
b0c53d92-e418-42ff-94ee-906655c003f1,013f9a64-580c-4370-b9c1-14ce528706d9,2025-11,12,0.0904308918993852,-0.0438896823932122,-0.0107163496234296,0.0464999999999999,0.6892,12,0,0,0.2378455,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-03,1,0.0843109480438767,,,,0.6277,1,0,0,0.2073244285714285,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-04,2,0.1023199377185907,,,,0.6146,2,0,0,0.2291301428571428,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-05,3,0.1085384474850132,,0.0121137497205682,,0.6116,3,0,0,0.2084248571428571,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-06,4,0.1235584661410782,0.0392475180972014,0.0106192642112437,-0.034,0.5937,4,0,0,0.2152401428571428,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-07,5,0.116625784440286,0.0143058467216952,0.0040436684776364,-0.0093,0.6053,5,0,0,0.1987401428571428,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-08,6,0.1117282735075324,0.0031898260225192,-0.0059150963167728,-0.0030999999999999,0.6085,6,0,0,0.202345,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-09,7,0.128338701401545,0.0047802352604668,0.0058564584806295,-0.0043999999999999,0.5893,7,0,0,0.1987595714285714,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-10,8,0.142148675539352,0.025522891099066,0.0152102010159098,-0.0304999999999999,0.5748,8,0,0,0.20545,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-11,9,0.1567833745818658,0.0450551010743333,0.0142223365901603,-0.0489,0.5596,9,0,0,0.212357,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2025-12,10,0.1602769355901455,0.0319382341886004,0.0090641300253967,-0.0298,0.5595,10,0,0,0.2073675714285714,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2026-01,11,0.1670835701763666,0.0249348946370145,0.0051500977972504,-0.0222999999999999,0.5525,11,0,0,0.1990728571428571,,관찰
6752d124-55e0-4afc-a630-3e670e1e0709,019d6958-97bb-4672-b7a1-db12decb73d7,2026-02,12,0.1473938699318686,-0.0093895046499971,-0.0064415328291384,0.016,0.5756,12,0,0,0.2010665714285714,,관찰
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2025-08,1,0.4133996492535056,,,,0.0121999999999999,1,1,0,0.5107613333333333,,관찰
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2025-09,2,0.545935818385489,,,,0.003,2,2,0,0.526139,,관찰
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2025-10,3,0.6065329167642329,,0.0965666337553636,,0.0002999999999999,3,3,0,0.5494716666666667,,심화
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2025-11,4,0.6579888390223839,0.2445891897688782,0.0560265103184474,-0.0065,0.0056999999999999,4,4,0,0.4967103333333333,,심화
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2025-12,5,0.6710918154675798,0.1251559970820908,0.0322794493516734,0.0007999999999999,0.0037999999999999,5,5,0,0.5134676666666667,,심화
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2026-01,6,0.6765843919362835,0.0700514751720505,0.0092977764569497,0.0049,0.0051999999999999,6,6,0,0.5401786666666667,,심화
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2026-02,7,0.6883644456222442,0.0303756065998602,0.0086363150773322,-0.0004,0.0052999999999999,7,7,0,0.5370223333333334,,심화
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2026-03,8,0.6972421027547726,0.0261502872871928,0.0103288554092445,-0.0037999999999999,0.0,8,8,0,0.5361546666666667,,심화
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2026-04,9,0.6919085556852024,0.0153241637489188,0.001772055031479,0.0025999999999999,0.0077999999999999,9,9,0,0.5697176666666667,,심화
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2026-05,10,0.6993735980104953,0.011009152388251,0.0010657476278613,-0.0039,0.0013999999999999,10,10,0,0.56828,,심화
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2026-06,11,0.7002892773860211,0.0030471746312484,0.0041903608504093,0.005,0.005,11,11,0,0.579265,,심화
bdbb8fbe-e5d8-472d-8fd0-c88e82554cae,0320ad2a-1bed-4b32-8e72-a96329d7b444,2026-07,12,0.7096813600066438,0.0177728043214414,0.0051538809980742,-0.004,0.0037999999999999,12,12,0,0.5616556666666667,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2024-11,1,0.4186192093266297,,,,0.0119,1,1,0,0.443929,,관찰
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2024-12,2,0.5515460608506335,,,,0.0077999999999999,2,2,0,0.46979575,,관찰
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-01,3,0.6102892933611991,,0.0958350420172846,,0.0156,3,3,0,0.487062,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-02,4,0.7159395798823454,0.2973203705557156,0.0821967595158559,-0.0076,0.0042999999999999,4,4,1,0.50167925,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-03,5,0.721783161244718,0.1702371003940844,0.0557469339417594,-0.0002999999999999,0.0075,5,5,1,0.48982175,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-04,6,0.7246621571739562,0.1143728638127571,0.0043612886458054,-0.0104,0.0051999999999999,6,6,1,0.48950725,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-05,7,0.7075882999052278,-0.0083512799771175,-0.0070974306697451,0.0097,0.014,7,7,1,0.543419,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-06,8,0.7176615543691509,-0.004121606875567,-0.0035003014024026,0.0177999999999999,0.0252999999999999,8,8,1,0.50624575,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-07,9,0.7095132912417287,-0.0151488659322275,0.0009624956682504,-0.0048999999999999,0.0003,9,9,1,0.550275,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-08,10,0.7251213597888818,0.017533059883654,0.0037299027098654,-0.0073,0.0066999999999999,10,10,0,0.516092,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-09,11,0.7144919106841884,-0.0031696436849625,0.0024893097212298,-0.0201999999999999,0.0050999999999999,11,11,0,0.55726875,,심화
a5ee951b-4734-4e34-9913-a5438e3cfe2f,03618b9e-ee2c-418c-9372-975655fe1c95,2025-10,12,0.7123176020883788,0.0028043108466501,-0.0064018788502515,0.0020999999999999,0.0024,12,12,0,0.58247875,,심화
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2024-12,1,0.0935156810431536,,,,0.7423000000000001,1,0,0,0.2853328,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-01,2,0.123860866902298,,,,0.7178,2,0,0,0.2746556,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-02,3,0.1347136717572989,,0.0205989953570726,,0.7092,3,0,0,0.2728118,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-03,4,0.1289666757499767,0.0354509947068231,0.0025529044238393,-0.0235,0.7188,4,0,0,0.2525204,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-04,5,0.1339475881340626,0.0100867212317645,-0.0003830418116181,-0.009,0.7088,5,0,0,0.2846354,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-05,6,0.1491360772696154,0.0144224055123164,0.0100847007598193,-0.0148,0.6944,6,0,0,0.2749206,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-06,7,0.1565610002647941,0.0275943245148174,0.0113067060653657,-0.0301,0.6887,7,0,0,0.2618286,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-07,8,0.1643432311563044,0.0303956430222417,0.0076035769433444,-0.0300999999999999,0.6787000000000001,8,0,0,0.2716904,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-08,9,0.1590688326709299,0.0099327554013144,0.0012539162030678,-0.0073999999999999,0.687,9,0,0,0.2759926,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-09,10,0.1503392968445116,-0.0062217034202825,-0.0070019671558963,0.008,0.6967,10,0,0,0.2756352,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-10,11,0.1375406711846492,-0.0268025599716552,-0.0107640807431403,0.0325999999999999,0.7113,11,0,0,0.258497,,관찰
28c96742-711f-481f-b372-2445427fef50,03925911-e96e-4e35-8487-8acb97cdce6f,2025-11,12,0.147948071913567,-0.0111207607573628,-0.0011956124654722,0.0096999999999999,0.6967,12,0,0,0.247411,,관찰
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2024-12,1,0.1591154771623432,,,,0.6853,1,0,0,0.2679796666666666,,관찰
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-01,2,0.2535847499745568,,,,0.5881000000000001,2,0,0,0.2725855,,관찰
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-02,3,0.5756082334057424,,0.2082463781216995,,0.512,3,0,1,0.2599041666666666,,관찰
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-03,4,0.5026140566581875,0.3434985794958441,0.1245146533418153,-0.2436999999999999,0.4416,4,0,1,0.2641631666666666,,경고
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-04,5,0.497933900665347,0.2443491506907902,-0.0388371663701976,-0.1861,0.4019999999999999,5,0,1,0.2429411666666666,,경고
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-05,6,0.5192189427778349,-0.0563892906279075,0.0083024430598236,-0.2103999999999999,0.3016,6,0,1,0.2721928333333333,,관찰
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-06,7,0.5679690830406342,0.0653550263824467,0.0350175911876435,-0.1673,0.2743,7,0,1,0.246947,,경고
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-07,8,0.6594626326963906,0.1615287320310435,0.0701218449592778,-0.1847999999999999,0.2172,8,0,1,0.2673218333333333,,경고
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-08,9,0.667514700071172,0.1482957572933371,0.0497728085152688,-0.0937,0.2078999999999999,9,0,0,0.2573261666666667,,경고
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-09,10,0.6753122076297788,0.1073431245891446,0.0079247874666941,-0.1064,0.1679,10,0,0,0.2658346666666666,,경고
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-10,11,0.6881257787991308,0.0286631461027402,0.0103055393639794,-0.0587,0.1584999999999999,11,0,0,0.2656353333333333,,경고
a779136d-33d7-4763-90b2-58477016e76f,03eeb933-5fad-4777-b249-d56a274b6032,2025-11,12,0.7079401801174858,0.0404254800463138,0.0163139862438534,-0.0696999999999999,0.1382,12,0,0,0.2557261666666666,,경고
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2024-12,1,0.4184693573898709,,,,0.0145,1,1,0,0.51444425,,관찰
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-01,2,0.5494061385650058,,,,0.0145,2,2,0,0.50771925,,관찰
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-02,3,0.6052079188508094,,0.0933692807304692,,0.0062,3,3,0,0.547684,,심화
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-03,4,0.7145307022710274,0.2960613448811565,0.0825622818530108,-0.0129,0.0015999999999999,4,4,1,0.55860675,,심화
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-04,5,0.7778235674631256,0.2284174288981199,0.0863078243061581,0.0104,0.0249,5,5,2,0.5590705,,심화
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-05,6,0.7615657569636822,0.1563578381128728,0.0235175273463273,-0.0039,0.0023,6,6,2,0.566855,,심화
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-06,7,0.752807152151087,0.0382764498800595,-0.0125082076560193,-0.0009999999999999,0.0006,7,7,2,0.5595385,,심화
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-07,8,0.7284903286804543,-0.0493332387826713,-0.0165377141416139,-0.0199,0.005,8,8,2,0.61856175,,심화
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-08,9,0.7286674296572047,-0.0328983273064775,-0.0120698612469411,0.0029,0.0052,9,9,2,0.60146725,,심화
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-09,10,0.7146282056871255,-0.0381789464639614,-0.0069310614966643,0.0020999999999999,0.0027,10,10,1,0.65131275,,심화
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-10,11,0.7119140933980963,-0.0165762352823579,-0.0083766681295541,-0.0043999999999999,0.0006,11,11,0,0.6692335,,심화
3b092a69-e31c-43b7-8012-843540ec0a83,0462449f-3331-4d94-ba75-6febce23306c,2025-11,12,0.7070891473910944,-0.0215782822661102,-0.0037695291480155,-0.0032,0.002,12,12,0,0.69954925,,심화
5f696ac9-d89e-4bbb-a754-70a0db748ab1,05f42960-6838-4c99-b4da-6e76d1beec85,2025-03,1,0.1893083289177471,,,,0.6342,1,0,0,0.2769266,,관찰
5f696ac9-d89e-4bbb-a754-70a0db748ab1,05f42960-6838-4c99-b4da-6e76d1beec85,2025-04,2,0.287762705482976,,,,0.5352,2,0,0,0.3004036,,관찰
5f696ac9-d89e-4bbb-a754-70a0db748ab1,05f42960-6838-4c99-b4da-6e76d1beec85,2025-05,3,0.3855522035862815,,0.0981219373342671,,0.4399,3,0,0,0.2599736,,관찰
5f696ac9-d89e-4bbb-a754-70a0db748ab1,05f42960-6838-4c99-b4da-6e76d1beec85,2025-06,4,0.4469028232920715,0.2575944943743243,0.0795700589045477,-0.2981999999999999,0.3359999999999999,4,0,0,0.3138634,,경고
